agency,description,name,price
Realty One Group,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,558'}",9004 E Nacoma Drive Sun Lakes Unit Thirty-Six A,"$675,000"
Keller Williams Realty Professional Partners,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,244'}",16410 N Meadow Park Drive Sun City 31A,"$575,000"
Your Home Sold Guaranteed Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,668'}",26421 S Ribbonwood Drive Sun Lakes Unit 23,"$650,000"
Century 21 Arizona Foothills,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,347'}",11940 W Villa Chula Lane Crossriver Unit 7,"$550,000"
Bushnell Real Estate Solutions,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,318'}",26007 S Cedarcrest Drive Sun Lakes Unit 16,"$639,000"
Second Mile Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,067'}",9917 W Cameo Drive Sun City 19,"$539,900"
Keller Williams Integrity First,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,631'}",9342 E Coopers Hawk Drive Sun Lakes Unit Thirty-Two Phase 2,"$634,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,092'}",16016 N 109th Drive Sun City Manor,"$539,900"
Libertas Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,608'}",17602 N Lime Rock Drive Sun City 54,"$529,000"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,092'}",16017 N 109th Avenue Sun City Manor,"$527,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,975'}",10926 W Meade Drive Sun City Unit 23,"$510,000"
Long Realty The Fox Group,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,128'}",11162 W Arron Drive Rancho Estates Unit 2,"$500,000"
Realty One Group,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,968'}",12802 S 71st Street Tally-Ho Farms,"$3,350,000"
Homesmart,"{'Beds': '8', 'Baths': '5', 'Sq.Ft.': '4,102'}",115 W 10th Street 10Th & Ash Place Condos,"$2,595,000"
Azarchitecture/Jarson & Jarson,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,553'}",221 E 14th Street University Park Addition,"$2,390,000"
Visionary Properties,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,475'}",928 E La Vieve Lane Tempe Custom Homes,"$1,580,000"
Homesmart Lifestyles,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,536'}",2125 E Vaughn Street Round Valley Estates,"$1,350,000"
Dpr Realty Llc,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,475'}",140 E Rio Salado Parkway #310 Bridgeview At Hayden Ferry Lakeside,"$1,200,000"
Howe Realty,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '3,629'}",12 E Secretariat Drive Raintree Unit 1,"$1,199,995"
Launch Powered By Compass,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,952'}",140 E Rio Salado Parkway #106 Bridgeview At Hayden Ferry Lakeside Condominium Am,"$1,127,000"
Realty Executives,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,485'}",1017 E Sandpiper Drive Lakes Tract B,"$1,100,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,867'}",9254 S Poplar Street Corona Del Sol Estates,"$945,900"
Prestige Realty,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '2,960'}",3924 S Kyrene Road Coyote Crossing,"$929,000"
"Weichert, Realtors - Courtney Valleywide","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,018'}",314 E Del Rio Drive Carriage Lane,"$870,000"
Long Realty Covey Luxury Properties,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '5,438'}",910 S Barberry Lane Rendezvous Unit 2 At Torreon,"$2,190,000"
Long Realty Covey Luxury Properties,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '4,500'}",4330 W Box Elder Lane Mountain Houses At Torreon,"$1,799,000"
Engel & Voelkers Scottsdale,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '14,369'}",20958 N 112th Street Silverleaf,"$32,000,000"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,250'}",60 S Falling Leaf Road Rendezvous Unit 1 At Torreon,"$1,690,000"
Silverleaf Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '14,048'}",21235 N 102nd Street Silverleaf At Dc Ranch,"$30,000,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,480'}",3821 W Sugar Pine Way Rendezvous Unit 2 At Torreon,"$1,680,000"
Realty One Group,"{'Beds': '8', 'Baths': '11', 'Sq.Ft.': '15,378'}",10944 E Whistling Wind Way Silverleaf,"$29,000,000"
Coldwell Banker Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,581'}",28430 N 157 Avenue Saguaro Views (Hollow Way Estates),"$2,500,000"
Elpis Real Estate Boutique,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,503'}",1591 S Falling Leaf Road Rendezvous Unit 3 At Torreon,"$1,590,000"
Silverleaf Realty,"{'Beds': '5', 'Baths': '7 F 1 1/2', 'Sq.Ft.': '12,128'}",10739 E Diamond Rim Drive Silverleaf At Dc Ranch,"$25,990,000"
Exp Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,114'}",29537 N 155th Avenue None,"$2,489,000"
Homesmart Lifestyles,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,481'}",39701 N Country Lane Sun Valley Farms,"$2,390,000"
Long Realty Covey Luxury Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,790'}",300 N Sorrel Court Trailhead At Torreon,"$1,385,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '7', 'Baths': '8 F 1 1/2', 'Sq.Ft.': '13,499'}",11200 E Canyon Cross Way Silverleaf At Dc Ranch,"$24,500,000"
RE/MAX Desert Showcase,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,479'}",17432 W Montpelier Street Sterling Grove,"$1,799,000"
Homesmart Lifestyles,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,861'}",39667 N Country Lane Sun Valley Farms,"$1,749,000"
Marketplace Homes,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,850'}",4161 E Shaggy Bark Road Rendezvous Unit 2 At Torreon,"$1,190,000"
Silverleaf Realty,"{'Beds': '6', 'Baths': '8 F 1 1/2', 'Sq.Ft.': '11,556'}",11235 E Wingspan Way Silverleaf At Dc Ranch,"$24,220,000"
Lake Pleasant Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,727'}",11873 N San Clemente Street Toll At Prasada Phase 1 Unit A,"$1,500,000"
Mahoney Properties,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,200'}",185 W Marilyn Way Country Mini-Farms Amd,"$1,450,000"
"America's All In One Real Estate Services, Inc.","{'Beds': '9', 'Baths': '10', 'Sq.Ft.': '8,109'}",225 Chimney Rock Trail Yavapino Estates,"$6,500,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,106'}",3461 Senna Lane Homestead Unit 4 At Torreon,"$1,100,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '13,114'}",10719 E Rimrock Drive Silverleaf At Dc Ranch,"$20,000,000"
"Weichert, Realtors - Rattler","{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,479'}",11835 N Casa Dega Drive Toll At Prasada Phase 2 Unit P,"$1,490,000"
Better Homes & Gardens Real Estate Sj Fowler,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,977'}",1531 W Ocotillo Road Unknown,"$1,300,000"
Exp Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '4,420'}",15 Sky Ridge Court Sky Ridge,"$6,174,740"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,449'}",1101 S 6th Drive Show Low Unsubdivided,"$1,095,000"
Silverleaf Realty,"{'Beds': '6', 'Baths': '8 F 1 1/2', 'Sq.Ft.': '13,272'}",20567 N 112th Street Silverleaf At Dc Ranch,"$19,995,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,219'}",14624 W Hedgehog Place Meets And Bounds,"$1,297,000"
Exp Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,750'}",43352 N Kenworthy Road Queen Creek Suburban Ranches,"$1,300,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,932'}",330 Camino Del Caballo Foothills N,"$4,950,000"
Keller Williams Arizona Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,086'}",1066 Casper Lane Show Low Unsubdivided,"$1,039,000"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '840'}",66788 Cactus Street Keller Retirement Community 6,"$185,000"
Silverleaf Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '9,517'}",11098 E Whistling Wind Way #1851 Silverleaf At Dc Ranch Parcel 6.8,"$18,988,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,377'}",11498 N San Clemente Street Toll At Prasada Phase 1 Unit B Sterling Grove,"$1,200,000"
Realty One Group,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,173'}","1500 E Verde Boulevard Shea Homes At Johnson Farms, Neighborhood 3 201209","$1,270,000"
Century 21 Americana,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '784'}",66824 Ola Street Keller Retirement Community Unit 6,"$179,000"
Williams Luxury Homes,"{'Beds': '7', 'Baths': '5', 'Sq.Ft.': '4,630'}",40 Roadrunner Lane Bradley Homesites,"$4,850,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,586'}",4050 W Acer Lane Rendezvous Unit 4 At Torreon,"$979,900"
Long River Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,024'}","39794/780 Idaho Way Multiple Parcels, To Be Provided By Title","$160,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '9', 'Baths': '17', 'Sq.Ft.': '25,989'}",23036 N Via Ventosa Drive Canyon Heights,"$16,950,000"
Fathom Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,749'}",11029 N Hershey Street Toll At Prasada Phase 2 Unit F & Unit C - Sterling Grove,"$1,200,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,332'}",41765 N Jackrabbit Road Lot 2 Block 16 Correction Queen Creek Ranchos Cab 17 Sld 29,"$1,225,000"
Exp Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '3,920'}",11 Sky Ridge Court Sky Ridge Estates,"$4,704,000"
Keller Williams Arizona Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,086'}",1066 Casper Lane Show Low Unsubdivided,"$971,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '8,685'}",11179 E Honda Bow Road Desert Mountain,"$13,750,000"
RE/MAX Desert Showcase,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,352'}",11656 N San Clemente Street Sterling Grove,"$1,195,000"
Success Property Brokers,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,423'}",399 W Via De Arboles Vinwood Estates Unit No 1,"$1,170,000"
RE/MAX Sedona,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '6,144'}",35 Altair Avenue Aerie,"$4,700,000"
The Agency,"{'Beds': '6', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,963'}",41851 N 112th Place Desert Mountain,"$12,995,000"
Fathom Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,813'}",11534 N Jerome Street Toll At Prasada Phase 1 Unit D - Sterling Grove,"$1,195,000"
Wms Management Services,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,221'}",4071 E Weston Lane That Portion Of Parcel 11 Of Sun Valley Farms Unit,"$1,100,000"
Legacy Sedona Llc,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,650'}",24 Jefferson Court Mystic Heights,"$4,500,000"
Kenneth James Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,411'}",17360 W Monarch Way Sun City Grand The Reserve,"$1,195,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,670'}",37262 N Sierra Vista Drive Commencing At The Northeast Corner Of Section 34 T,"$1,100,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,732'}",297 N Loy Lane Sedona Ranch,"$4,100,000"
Fathom Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,197'}",11020 N Hershey Street Toll At Prasada Phase 2 Unit F & Unit C Amd - Sterling Grove,"$1,190,000"
Keller Williams Realty East Valley,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,304'}",36480 N Crucillo Drive Shea Homes At Johnson Farms Neighborhood 2,"$1,100,000"
Legacy Sedona Llc,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '4,400'}",144 Fay Canyon Road The Retreat At Seven Canyons,"$3,950,000"
4 Sons Realty E.S.V.C. Llc,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,053'}",232 S Avenue B Original Townsite Of San Manuel,"$180,000"
Hague Partners,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '2,952'}",34795 N Peace Pipe Place Santan Ranches Unit 3,"$1,049,000"
Realty One Group,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '864'}",142 W 6th Avenue Original Townsite Of San Manuel,"$149,900"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,949'}",1036 S Wintersburg Road To Be Determined At Title.,"$450,000"
Exp Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '2,995'}",1 Sky Ridge Court Sky Ridge Estates,"$3,594,000"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,928'}",1088 S 367th Avenue N/A,"$430,000"
American Freedom Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,921'}",37533 W Superior Avenue Unknown,"$429,799"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,513'}",38732 W Buckeye Road Horseshoe-Trls Amd,"$429,000"
Nexthome Complete Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,544'}",110 S Avenue A San Manuel Townsites,"$129,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,280'}",42513 W Bethany Home Road West Valley Ranch Phase 2,"$425,000"
A.Z. & Associates,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '3,450'}",8631 N 391st Avenue Silver Star Ranch 2Nd Amd,"$424,990"
American Traditions Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,753'}",33322 W Lower Buckeye Road Horseshoe Trls Amd,"$415,000"
Emg Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,795'}",5909 N 382nd Lane Coyote Ridge,"$404,999"
"Rockstar Realty Az, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,825'}",4121 N 356th Drive Unknown,"$399,000"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,630'}",35612 W Morning Glory Street Na,"$395,000"
Exp Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,876'}",5906 S 341st Avenue N/A,"$390,000"
Legacy Sedona Llc,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '3,828'}",487 Loy Lane Sedona Ranch On Oak Creek,"$3,150,000"
Emg Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,795'}",44218 W Montecito Avenue West Phoenix Estates,"$384,900"
Realty One Group Mountain Desert,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,516'}",57 Peak Point Court Mystic Heights,"$2,770,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,471'}",34 Circulo Diego Rivera Barrio Cielito Lindo De Tubac,"$412,000"
Long Realty Company,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,853'}",4 Coronel Ct Tubac Valley Vistas,"$599,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,695'}",4 Circulo Bautista Tubac Rio Cruz,"$1,256,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,706'}",105 Calle Frida Kahlo Barrio Cielito Lindo De Tubac,"$427,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,495'}",132 Avenida De Otero Tubac Golf Resort Homes,"$825,500"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,370'}",7 Tierra Libre Ct The Ranch At Aliso Springs,"$987,500"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,529'}",148 Circulo Vespucci Barrio Santiago At Barrio De Tubac,"$719,000"
Realty Executives Arizona Territory,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,452'}",6 Circulo Diego Rivera Cielito Linda De Tubac,"$350,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,366'}",2312 Circulo De Anza Tubac Valley Country Club Estates,"$1,490,000"
Realty Executives Arizona Territory,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '1,064'}",502 Post Way Barrio Embarcadero,"$305,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,516'}",52 Burruel St Tubac Golf Resort Development,"$1,450,000"
"Long Realty Tubac, Rio Rico, N","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,183'}",44 Avenida Otero Tubac Valley Country Club Estates,"$670,000"
Long Realty Company,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,622'}",39478 S Winding Trail Dr Saddlebrooke,"$585,000"
Keller Williams Southern Arizona,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,440'}",2781 W Anklam Rd  ,"$235,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,625'}",3747 E Tortolita St  ,"$285,000"
Realpros Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,373'}",2128 E Alaska St Desert Shadows (312-511),"$320,000"
United Real Estate Specialists,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,549'}",4312 W Hobby Horse Rd Hobby Horse Ranch (The Patios At),"$325,000"
Equity Partners Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,300'}",10238 E Honey Mesquite Dr Mesquite Cove (1-73),"$339,900"
Long Realty Company,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,195'}",4555 N Caminito Pais Los Ranchos Perkins,"$629,000"
Long Realty Company,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,645'}",2944 S Beck Dr Wilmot Shadows (1-81),"$350,000"
Long Realty Company,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,789'}",7719 S Galileo Ln Academy Village,"$495,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '951'}",7227 E Bellingham Dr  ,"$250,000"
Realty Executives Arizona Terr,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,128'}",3232 N Little Creek Place Lazy Creek 1 Amended (1-83),"$275,000"
"Arizona Real Estate Professionals Group, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,277'}",342 N Country Club Rd El Encanto Estates,"$920,000"
Realty Exchange,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '704'}",17065 E Peak Lane #282 2800,"$75,000"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,799'}",14631 W Futura Drive Sun City West 42,"$699,900"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,066'}",12911 W Santa Ynez Drive Corte Bella,"$689,500"
West Usa Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,726'}",23109 N Cardenas Drive Corte Bella Country Club Phase 3 Santa Barbara,"$689,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,582'}",12832 W La Vina Drive Corte Bella Country Club San Luis  Unit G,"$679,000"
Home Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,933'}",15224 W Domingo Lane Sun City West Unit 58,"$665,000"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,559'}",22917 N Pedregosa Drive Corte Bella Country Club,"$659,900"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,366'}",19615 N 132nd Avenue Sun City West Unit 3,"$659,000"
Home Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,904'}",22704 N Arrellaga Drive Corte Bella Country Club Unit H,"$650,000"
Rethink Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,362'}",12840 W Santa Ynez Drive Corte Bella Country Club,"$640,000"
West Usa Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,332'}",21116 N Verde Ridge Drive Sun City West Unit 49 Replat,"$625,000"
Exp Realty,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '2,694'}",12518 W Skylark Drive Sun City West Unit 16,"$619,900"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,443'}",21819 N Las Positas Court Corte Bella Country Club Phase 1 Unit 1,"$619,000"
"Queen Valley Properties, Inc.","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,740'}",2952 E Silver Tip Road S24 T1s R10e,"$1,150,000"
Keller Williams Integrity First,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,057'}",1900 W Running Deer Road S4 T2s R10e,"$827,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,614'}",972 N Sherwood Way Queen Valley Estates Unit Two,"$528,500"
Hague Partners,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,057'}",230 E Madeline Drive Queen Valley Estates Unit Three,"$375,000"
"Queen Valley Properties, Inc.","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,457'}",89 E Donna Drive Queen Valley Estates Unit Seven,"$350,000"
Realty One Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,543'}",17413 E Hidden Green Court Trilogy At Verde River,"$2,245,000"
Hague Partners,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,249'}",108 N Etta Drive Queen Valley Estates Unit Three,"$220,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,171'}",62 W Sahuaro Drive Lakeview Park No. 1,"$159,000"
Realty One Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,920'}",17450 E Hunter Drive Trilogy At Verde River,"$1,950,000"
"Queen Valley Properties, Inc.","{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '729'}",362 W Monte Vista Drive Lakeview Park No. 2 Amd,"$144,500"
Realty One Group,"{'Beds': '3', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,444'}",26441 N Trails End Rio Verde Unit Six Lot 491 Replat,"$1,800,000"
Limitless Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,470'}",28714 N Verde River Way Verde River Unit 1 Replat,"$1,799,777"
Homesmart,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,342'}",17409 E Monument Court Trilogy At Verde River,"$1,750,000"
Sonoran Properties Associates,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,681'}",17622 E Blaze Lane Trilogy At Verde River,"$1,743,000"
Sonoran Properties Associates,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,946'}",17938 E Vista Desierto Trilogy At Verde River,"$1,700,000"
Tonto Verde Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,278'}",27801 N Lucero Drive Tonto Verde Unit Four Corr,"$1,695,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,004'}",28219 N Needle Rock Court Trilogy At Verde River,"$1,600,000"
Tonto Verde Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,038'}",18304 E Tonto Verde Drive Tonto Verde Unit Four Corr,"$1,550,000"
Realty One Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,200'}",16912 E Desert Vista Trail Metes & Bounds,"$1,499,900"
Sonoran Properties Associates,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,681'}",17922 E Vista Desierto Trilogy At Verde River,"$1,475,000"
Exp Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '720'}",939 S Church Avenue Belmont Addition,"$160,000"
Exp Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,275'}",370 N Kellner Avenue Addition To Superior Townsite,"$160,000"
The Brokery,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,001'}",10656 W Brookside Drive Sun City Unit 33,"$499,999"
Home Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,876'}",16005 N 109th Avenue Sun City Manor,"$499,900"
Hague Partners,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,466'}",21924 N 119th Drive Rio Sierra Amd,"$490,000"
Keller Williams Integrity First,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,553'}",16621 N Lakeforest Drive Sun City 32A,"$489,800"
Desert Dream Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,393'}",9305 W Briarwood Circle Sun City 31A,"$485,000"
Realty Executives,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,726'}",11750 W Via Montoya Drive Crossriver Unit 1,"$485,000"
